"","Axis.1","Axis.2","Axis.3","Axis.4","Axis.5","Axis.6","Axis.7","Axis.8","Axis.9","Axis.10","Axis.11","Axis.12","Axis.13","Axis.14","Axis.15","Axis.16","Axis.17","Axis.18","Axis.19","Axis.20","Axis.21","Axis.22","Axis.23","Axis.24","Axis.25","Axis.26","Axis.27","Axis.28","Axis.29","Axis.30","Axis.31","Axis.32","Axis.33","Axis.34","Axis.35","Axis.36","Axis.37","Axis.38","Axis.39","Axis.40","Axis.41","Axis.42","Axis.43"
"A.20",0.232064066220373,-0.0937899532349358,-0.226154612070833,-0.060798797004527,0.0794070608483365,-0.155108202064706,0.100942968863,-0.00761179634331222,0.06465067663457,0.0558225602658213,-0.0216100059510724,-0.0131718109379114,0.0321292894080498,0.100837548360175,-0.0485923018974237,0.0421265441996743,-0.0624009551236343,0.0060580786437781,-0.0126236533320108,-0.00677268741595447,0.0172873310794657,-0.00195962188516604,-0.0557673655352571,0.0165131438782083,-0.0340786856861494,0.0252623491182093,0.0196313540645972,0.00119611750364252,0.00749194825453287,0.000496576739665708,-0.0263757442284849,0.0338784008787696,0.00814543160059493,0.0132455734216259,0.0231258119750493,0.00586833763369456,0.00578461929921147,-0.00266084458041691,-0.00655230974116554,-0.0146599131148316,-0.0050571547873326,0.000765747754256574,-0.00258644412716783
"B",-0.0302660259379811,-0.275006332990781,0.0458486484916899,-0.126439477416586,0.0121783781509956,-0.102346763097279,-0.0046761426030214,0.0338033682048677,0.0584120517599969,-0.0802283392474184,-0.0736915530673103,-0.0691594316622571,0.145087123685427,0.0120523439110224,-0.0153909261541081,0.000103330219834017,-0.0338686702872988,-0.0330650974930915,0.0785525117829121,0.0076869412565056,-0.0291183792642467,0.0313238289877948,-0.0533688545562944,-0.000159395378065198,0.042150372684963,-0.0204383017697101,-0.019596959674101,0.0278619199862084,0.0283433181960234,-0.0110692601530022,-0.0123032109202515,0.00899502681441095,-0.00128355676098495,0.0226229933523026,-0.0105506631290191,0.00979668689740193,0.00733247705555469,-0.0187259684164787,-0.00461996224101485,0.00201769265883092,-0.00496618540898463,0.00578010530703217,-0.000837709426036216
"B.1",-0.0115805668432699,-0.282597103544271,0.135024635594098,-0.122016478494749,-0.061930890445214,-0.140011064843182,0.0237212847098008,0.0152487254976248,0.0150183297460858,-0.055639163070493,-0.0567275611913544,-0.137843798223849,0.0556238999363674,-0.0104716112079888,-0.0865744973119446,0.035362544857926,-0.0190186755556627,-0.00846519849086474,-0.00484049704995395,0.00353608369129932,0.0083534833689746,-0.0491211607467072,0.0202136862042798,0.0354810165050165,-0.0338343638928439,-0.0348158746375938,0.00585505463787937,-0.0393017180187549,-0.0358174348808132,0.012126186427986,-0.00710389847998194,0.0161028306336391,0.00876096699165194,-0.0314144877378156,0.00908856325767744,0.00118306240025122,-0.0221500790467404,0.00478723379588109,0.000560637438319549,0.00608668943899946,0.0118859223600785,0.00235902120452292,-0.00607235297826994
"B.2",-0.0732236981786664,-0.226271763353429,0.143871998514233,-0.134322000329493,-0.0161584700096145,-0.123121511363834,-0.0142653146497236,0.0543065096126986,0.051799992729298,-0.114757726256888,-0.0829861063587733,-0.118725518162728,0.0873754349273415,0.0165821520782593,-0.0321506155840428,-0.0192839170887246,0.0369299204909509,-0.00983894566637928,0.0333562795096456,0.0499647845455237,0.064896105925916,0.0332347150090694,0.0140126131071396,-0.060470936603194,-0.0112268354402287,0.016177978023818,0.00936841305359803,-0.0169666664370639,0.00322930533921524,-0.0180468537482075,0.0145024392630144,-0.0214016081122873,0.00754200194407555,-0.00475681162283186,-0.00619121233365607,-0.0123641208928667,0.00627009363759485,0.0110907269710022,0.00146602646866101,0.000356637204506266,-0.0012753389929403,-0.0118659862642908,0.00848377144270895
"B.3",0.143948241513021,-0.143383308042432,0.100424637227587,0.162675160694054,-0.187899840070294,0.0058242228919766,-0.0792630682465101,-0.114300267774136,-0.0231627966355336,0.0045488037356018,0.0440132830634413,-0.0383238507847097,0.0327249057206743,-0.0426745400673823,0.0356026770674382,0.0515275075674546,0.0309909103471794,0.0338874195633789,-0.00386504646272708,0.0608974908609209,0.0280576428305003,0.0122055701230558,-0.011870866824924,0.0801108879397199,0.0102758524119173,-0.00446104534172556,-0.0205545999335919,0.00359914936776269,-0.0161329248215934,0.0282298318813482,0.0214317827308535,0.020225306144287,0.00304322559530244,-0.0350902097223827,0.0160881051535261,-0.0155588702846301,0.000490660837950715,-0.00269900674667033,0.00739867495970253,-0.00651464478807098,-0.00480164239256697,0.0048313791168991,0.00140680481281235
"B.4",0.0623952642284871,-0.0711819997341663,0.164325372435367,0.179863493602281,-0.151694126296883,-0.0205962115981056,-0.0698828160485187,-0.130983319920624,-0.0835148577596522,-0.0869815320850452,0.0320509609986018,-0.0992946442857657,0.00831792328222553,0.0243563184733108,-0.0443802385137924,-0.0498593329365237,0.001614705279381,0.0310612007283752,-0.0659016277402062,0.0151684718470373,-0.0132441078005026,-0.0222218445895703,-0.0175608794444053,0.0271346253126902,0.0406851780995512,0.0549040727406181,-0.013021778258917,0.00650313665947658,0.0225941228300019,-0.00683744936848516,-0.0085347836442832,-0.0166847462998147,-0.00329245127154854,0.0170744090363148,0.000155077697301121,-0.00143460540067786,-0.00177986345825574,0.0153305791204308,-0.00498285108745566,0.00397489270512483,-0.00713998122235481,0.00246443716750599,8.59271327172471e-05
"B.5",0.0627524038616977,-0.128349434289128,0.178549793678231,0.17695622258548,-0.196870562018907,-0.0403123964366152,-0.075211770449917,-0.113967407326516,-0.0634117762368467,0.00837244683730637,0.0598056482132981,-0.0785400688426573,-0.040844933228745,-0.0161187469625555,-0.0584023094176022,0.0395846722080425,0.00275567355227545,0.0229613671349499,0.00451990089990499,-0.0397235183408349,-0.0256668883841244,0.0209630389036958,0.00959517135666397,-0.0725372080387752,-0.0143841192529249,-0.0333147913985371,0.0125112225818594,0.011416697725907,-0.00294106533323595,-0.00227870463519576,0.00523841152639798,0.0190861044527373,0.0095989347587035,0.0103881875972596,-0.00321002479411077,-5.77697478615866e-05,0.00558310226883885,-0.00221342089256048,0.00115822431250679,0.00470836213877632,0.00226336138849343,-0.00208704751966662,0.00300811325139325
"B.6",-0.0945952878550737,-0.167629871226205,0.0251004167024826,-0.366220036987503,0.306721636571245,0.0251680356034498,-0.126039273660462,-0.250596964508837,-0.133602563661853,0.0102264843472167,-0.0139673240577601,0.0570523297833746,-0.0794505250448169,-0.0405532839770995,-0.0053959825101364,0.0238597496585345,0.00791369552623484,-0.0349237754827415,0.00926732576567918,0.0295875587389123,-0.0417868205419759,0.0291900339111305,0.0141483243688512,0.00419287503331271,0.0112794025775177,0.0220861526228701,-0.0112008916064965,-0.0390917239349329,0.00586153050423726,-0.0355869230841119,-0.00249005587385373,0.00440434550050984,0.0160716586335945,0.000431624883295467,0.000997803039267144,-0.0020436580380246,0.00522131341912437,-0.0135686012492819,0.00189685070958995,-0.00405039110520464,-0.000364132311864127,-0.000500427307490806,-0.00019965232120387
"B.7",-0.0578244522797481,-0.206878988268778,0.0352324166309214,-0.329468016837574,0.283946122691271,0.0732005603127511,-0.0611384820945405,-0.185162951722975,-0.0771398848631428,-0.0112880698774659,-0.0264481817926624,0.0267667230014349,-0.0558518121955836,-0.0241266870101513,-0.0130418331228203,-0.000332055576010272,-0.00921643420714011,-0.0143527595252886,-0.0343073536979301,0.0255067412059061,0.101239807403647,-0.0338239189316476,-0.0288287414945521,-0.0163982471238189,-0.0029407272794794,-0.0283801962661036,0.0277446158505302,0.0572341563171952,-0.00852889884918373,0.042090832620314,0.00235411519828919,0.000490942343901144,-0.00855872820752342,-0.00211884925193483,-0.00427377321878855,0.00461761367457035,0.00163431433458985,0.0086492820442628,-0.00302481960681111,0.00679891156264768,-0.000191561922009024,0.00233512519049784,0.000910363081006257
"B.8",-0.136023764580506,-0.211989725634915,0.0692996187804725,-0.199618304455833,0.201385934719782,0.0351849223812633,-0.00501940038832708,-0.0042000224955369,0.0449720684263541,-0.121123576950688,0.0377090891832853,0.0261500102858996,0.0953783825489123,-0.0452674037808958,0.0168921496587459,0.0739118471834874,0.0547266087274364,0.112802020713367,0.00850152941481913,-0.112241266309589,-0.119443856961502,-0.0153303995017292,0.0285602946479755,0.0271237537591341,0.00435952496711489,0.0131539165778812,-0.00162670960572204,-0.00387587754998368,-0.00525079038284374,0.00776817541767435,0.00370997356036245,-0.00976453010921752,-0.015549571047459,0.00180233613582082,0.00951963564305275,0.00715215968203118,-0.00381949341649448,0.00541844871351664,-0.00171525084292378,-0.00305479718250132,0.000290510945492803,-0.00294985845329846,0.000895053875828588
"B.9",-0.0208932629274767,-0.240382082654885,0.0749881895279431,-0.00147943215804206,0.0776129196815196,0.117668342086684,0.0773425744397889,0.103918161521638,0.0464000695635725,-0.0953712994001038,-0.0204240403635639,0.0152914281697106,-0.0931280560214855,0.106098412756257,-0.00978272299710958,-0.0700956406782538,0.0292447188437666,0.0335376644865393,0.0894707587229216,-0.0367848720478127,0.0586957765683933,-0.0139319839726079,0.0633366448108858,-0.00183573903288197,0.0289519679159156,0.0050923129105369,-0.00321795145722866,-0.00588647893877957,-0.026935438507148,0.0296170250517178,-0.0178357413128853,0.0150699439505294,0.00256989788053925,0.0178590505463024,0.0115950836117828,-0.0113898461613059,-0.00100695271413357,-0.0122313563392725,-0.00469389543365414,-0.0120517126943052,-0.00118452922313934,0.00325443533239406,-0.000557332263648943
"B.10",-0.0299639865566152,-0.33758571372676,0.167899396829017,-0.0285124089633586,-0.141783045857421,0.0532818543812991,0.0467901382977257,0.0374969612994256,-0.0367333422568073,0.0763105344909655,0.0579843399148664,0.00642258911125127,-0.0933265722983926,0.0684625516167911,0.0559058126038137,0.0190339277780254,-0.0122189207707768,-0.0615921886761567,0.0489941547914698,-0.0190399942882807,-0.00345043900531404,0.0278645360242457,0.004789107314293,0.0368860585615453,0.0185704563074621,0.00327742236504026,-0.000162827148950934,-0.004104951367362,-0.0134103564920481,-0.0479927688790146,0.000604888908712113,0.00874647214485908,0.0304925973986926,-0.0323279889300882,-0.0016661943611894,-0.0126099249690096,0.0148477575832065,-0.00577607755307152,-0.010606594806285,0.00351820072312231,0.00030568334653366,0.00247008294992994,-0.00181785090801029
