ID	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	B	C	C	C	C	C	C	C	C	C	C	C	C	C	C	C	C	C	C
ASV_304	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	3	11	20	9	8	0	0	0	0	0	0	0	0	0	0	2	11	0	6	0	4	0	7	14	10	0	0	0	0	0	0	8	5	0	7	8	6	0	0	0	0	3	3	0	0	0
ASV_134	0	0	0	0	0	0	4	0	7	9	13	22	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4	15	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_172	2	3	0	0	0	3	0	1	0	13	7	10	2	4	5	4	0	0	6	5	2	5	3	6	8	4	4	0	0	2	0	0	0	0	2	0	33	0	27	0	0	2	6	3	3	3	2	3	2	5	9	3	0	5	2	6	0	1	2	1	6	12	6
ASV_427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	5	23	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	44	0	0	0	0	0	0	0	0	0
ASV_229	0	0	0	0	0	0	2	0	7	9	5	0	11	7	11	0	0	0	11	17	17	0	0	0	6	0	5	0	2	2	0	0	0	5	0	0	0	0	0	10	0	10	7	0	5	0	2	0	13	11	7	0	0	0	4	4	2	1	1	0	0	2	0
ASV_40	21	34	22	16	0	15	20	12	14	73	59	72	8	10	9	22	29	17	5	5	12	188	14	213	12	23	9	0	2	5	12	15	15	2	0	0	3	3	4	17	26	4	45	33	47	36	45	25	0	0	13	11	7	6	15	10	11	48	43	62	34	24	33
ASV_273	7	18	0	9	0	0	0	0	0	0	0	0	0	6	0	0	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	10	0	9	4	0	0	0	0	0	0	25	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV_35	0	2	0	22	26	10	5	8	7	13	9	13	16	14	12	48	43	54	12	14	4	0	0	0	4	3	0	16	24	36	75	12	25	31	42	45	52	24	39	0	0	0	139	323	223	98	92	113	9	22	16	0	0	0	0	0	0	0	10	0	113	108	99
ASV_26	78	93	75	69	37	32	65	88	61	73	74	70	24	10	8	8	16	24	29	26	18	14	70	74	28	34	35	16	24	17	47	28	24	8	14	12	13	17	11	19	14	7	97	215	174	161	144	167	25	35	25	41	40	55	12	10	5	6	5	3	56	55	57
ASV_449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	35	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	21	0	0	0	0	0	0
ASV_321	0	0	0	0	0	2	0	0	0	0	0	0	21	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	11	0	0	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	65	6	11	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	4	0	0	0	11	11	0	0	0	1	2	0	0	0	0
ASV_85	4	3	4	0	0	0	0	0	0	0	0	0	0	9	12	37	35	31	39	36	33	14	18	16	10	6	0	27	22	13	12	7	4	18	22	20	179	150	67	15	23	16	0	0	0	0	0	0	11	10	16	33	74	76	25	31	57	8	8	5	0	0	0
ASV_286	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	17	6	8	5	0	0	0	0	0	0	15	6	5	0	0	0	7	0	0	7	10	0	0	0	0	0	0	0	2	10	9	0	5	10	0	0	0	0	0	0	0	0	0
ASV_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	45	0	0	0	0	0	0	0	0	0	23	27	0	0	0	0	0	2	0	6	9	20	0	0	0	10	218	123	3	2	1	0	3	0	18	14	18	0	0	0	18	78	16	0	1	0
ASV_153	4	1	1	0	0	4	0	0	2	0	0	0	0	54	51	0	0	0	0	0	0	0	22	21	23	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	4	8	8
ASV_193	0	0	10	0	0	0	0	0	13	10	0	14	0	0	27	19	0	0	0	0	18	0	9	8	0	0	8	0	0	0	0	10	0	4	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	0
ASV_337	0	0	0	5	6	7	0	0	0	0	0	0	0	0	0	0	0	0	3	8	6	0	0	0	2	3	0	0	0	2	3	8	0	2	4	11	0	0	0	0	5	0	3	0	0	0	0	0	6	3	5	11	9	6	0	0	0	0	6	1	0	0	0
ASV_183	5	9	5	0	13	0	10	9	18	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	11	0	6	0	0	0	0	13	5	0	0	0	11	25	14	14	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
ASV_282	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	21	3	14	12	0	10	0	0	0	0	6	0	3	14	0	0	0	5	10	0	10	5	9	5	6	0	0	0	0	0	0	8	4	7	0	5	6	1	5	6	0	1	0	0	0	0
ASV_248	0	0	0	0	0	0	0	0	0	0	0	0	7	28	27	22	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	9	0	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_151	0	12	2	0	60	47	0	0	0	6	0	12	9	0	7	0	0	17	8	8	5	3	0	2	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	9	3	8	3	6	3	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	6	8	7
ASV_220	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	12	0	0	36	35	13	11	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	17	0	0	0	0	0	0	7	7	11	22	11	39	0	0	0	0	0	0	0	0	0
ASV_154	0	4	0	0	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	64	3	3	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ASV_28	31	37	21	9	16	15	35	31	20	17	25	24	11	17	12	0	0	4	20	0	19	0	0	0	18	29	14	21	37	44	0	0	12	0	0	9	0	32	0	0	1	1	456	105	286	46	48	48	10	0	24	13	12	0	10	3	15	0	5	0	24	13	25
ASV_185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	0	2	35	27	0	0	0	0	1	0	15	7	0	2	0	10	7	0	4	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	8	1	1	6	1	0	0	0
ASV_60	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	113	109
ASV_33	0	0	0	0	6	3	0	4	0	72	35	53	0	0	0	0	0	0	0	0	0	0	13	13	17	27	8	0	0	0	10	0	7	238	32	380	0	36	44	0	0	0	10	8	6	472	431	474	0	0	0	0	0	0	22	37	24	0	0	0	2	3	4
ASV_292	0	10	8	0	28	16	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	15	0	0	0	11	0	14	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV_281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	37	0	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0	0	6	13	9	0	0	0	0	0	0	0	0	0	0	0	2	5	6	5	0	0	0	0	0	0	0	0	0
ASV_174	0	0	0	0	0	0	0	0	0	0	43	49	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	5	0	0	5	13	9	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	12	0	0	0	0	0	0	5	6	14	0	5	7	0	0	14	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	8	7	0	0	4	0	5	0	0	0	0
ASV_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	21	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	49	50
ASV_228	0	8	0	12	0	14	0	0	0	0	0	0	0	10	0	0	0	21	15	0	6	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	19	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	2	2	0	0
ASV_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	258	185	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	5	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	102	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	35	20	32	16	9	6	0	0	0	15	18	22	0	0	0	29	40	0	0	0	0	9	8	7	0	0	0	0	0	0	21	30	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_39	0	3	0	0	0	0	0	0	0	0	0	0	0	19	17	16	0	17	0	5	10	0	6	0	0	0	0	1043	1041	95	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	22	0	0	0	0	0	0	0	0	0	2	5	3
ASV_410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	64	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	5	15	0	0	0	0	28	33	0	0	0	0	0	0	0	0	0	0	0	0	0	24	64	0	0	0	0	30	0	37	0	4	0	0	0	0
ASV_331	2	0	0	0	0	4	3	0	0	8	0	0	4	4	4	0	0	0	0	0	0	0	36	29	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	3	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	3	0	0
ASV_327	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	111	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_57	0	0	0	4	0	3	0	0	0	9	16	15	438	521	479	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	52	53	7	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_79	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	1	210	42	328	220	193	67	0	0	0	0	17	15	0	0	1	0	0	0	25	31	6	0	5	5	0	0	0	0	0	0	3	6	2	0	1	0	31	12	40	0	0	0	0	0	0
ASV_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	21	0	1	6	4	4	3	0	0	0	21	5	15	1	0	2	0	0	0	35	31	29	1	0	0	0	0	0	0	0	0	8	7	2	7	10	7	0	0	0	2	3	0	0	0	0
ASV_27	3	0	3	0	4	0	0	0	0	0	0	0	5	4	3	92	71	77	83	116	86	50	24	43	5	0	4	63	66	45	48	41	24	5	10	9	23	12	34	79	26	23	0	0	0	3	1	0	22	5	25	8	3	6	30	3	32	365	809	205	0	0	0
ASV_343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	56	0	0	0	0	0	0	0	0	0	0	2	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_84	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	34	74	41	28	29	21	15	12	0	0	0	11	9	15	23	18	11	132	98	121	8	9	12	34	76	62	0	0	1	0	1	0	27	38	29	37	32	23	20	27	34	0	2	1	0	0	0
ASV_56	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	13	0	3	15	4	13	0	2	2	0	0	0	172	116	5	0	7	8	0	0	0	74	51	5	0	5	0	0	0	0	0	0	0	15	42	2	0	0	5	802	41	1071	0	3	2	0	0	0
ASV_181	0	0	0	0	0	0	5	10	5	5	0	0	10	18	22	0	0	0	0	9	14	0	3	1	17	9	28	0	0	0	0	0	0	3	0	3	2	9	11	0	0	0	2	0	1	1	10	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4
ASV_251	0	0	0	0	0	0	0	0	0	0	0	0	32	33	7	0	0	0	21	34	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	24	0	0	0	0	0	0	0	0	0	0	0	0
ASV_120	0	0	0	0	0	0	5	0	2	0	0	0	1	4	6	12	6	7	12	30	24	52	31	47	2	0	0	70	120	63	9	7	6	3	9	5	10	12	9	7	14	11	1	0	0	2	1	2	17	15	22	18	15	21	9	16	17	6	2	2	0	1	3
ASV_200	0	0	0	17	0	11	0	0	0	10	17	10	0	0	0	0	0	16	0	7	5	0	2	0	0	0	0	0	11	0	14	0	4	15	17	0	0	13	0	17	15	17	6	0	0	0	0	0	3	17	0	7	0	16	0	0	0	0	0	0	0	0	0
ASV_382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	2	61	0	0	0	0	0	0
ASV_194	0	8	5	10	0	0	0	0	0	10	0	30	38	2	38	0	0	0	0	0	0	0	0	1	3	16	5	0	0	3	0	0	0	0	0	0	0	0	0	0	11	7	6	5	7	0	0	0	0	6	2	6	0	0	0	1	2	0	0	0	0	1	0
ASV_211	0	0	0	24	16	7	17	31	18	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	6	2	4	0	0	0	0	0	0	13	5	3	0	0	0	0	0	0	6	5	3	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	4
ASV_236	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	12	9	21	8	11	4	1	8	0	0	2	0	4	6	0	0	0	7	14	0	0	0	0	7	9	5	0	0	0	0	2	0	6	7	14	9	0	9	7	5	7	6	15	2	0	0	0
ASV_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	62	0	0	0	0	0	0	0
ASV_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	94	44	0	0	0	341	10	578	0	17	18	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	4	155	0	0	0	0	0	0
ASV_223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	55	56	11	0	0	0	0	0	0	22	12	49	0	0	0	7	24	19	0	0	0	0	2	0	0	0	0	0	0	0	6	0	5	0	0	5	2	0	0	0	0	0	0	0	0
ASV_192	8	10	9	0	0	2	2	0	0	7	2	8	7	5	2	4	12	10	3	4	3	4	4	0	4	2	0	0	0	0	0	0	6	1	0	0	0	0	0	1	0	4	3	5	5	0	0	0	43	72	0	4	10	14	0	0	0	0	0	0	4	0	0
ASV_34	184	10	141	0	1	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	20	17	1	82	53	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	54	59	58	0	0	0	0	0	0	0	0	0	0	0	0	63	64	68
ASV_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	18	0	12	18	19	12	6	6	0	0	0	0	0	0	0	11	0	0	0	7	10	0	4	17	18	17	0	0	0	0	0	0	3	11	0	0	0	0	0	8	5	3	0	1	0	0	0
ASV_80	4	0	0	3	3	0	0	0	0	0	0	0	0	0	0	6	9	9	0	0	0	0	48	55	0	0	0	0	0	0	10	3	0	5	0	5	7	0	4	9	7	7	6	3	3	3	4	6	320	17	440	15	43	49	3	0	0	2	0	0	0	0	0
ASV_305	0	0	3	0	2	0	7	5	3	1	3	3	2	1	2	0	0	0	0	0	2	0	10	8	1	2	0	0	0	3	2	0	3	2	0	0	10	14	6	0	0	0	6	1	1	0	0	0	2	5	9	0	0	0	0	2	0	0	0	0	1	0	0
ASV_202	0	4	3	3	0	12	4	1	3	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	11	19	9	12	0	0	0	0	0	0	0	0	0	0	0	0	9	11	8
ASV_235	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	2	0	3	11	4	13	25	6	0	0	0	7	5	7	3	5	0	0	3	5	0	3	3	2	0	11	6	9	1	3	0	0	4	0	5	3	0	2	0	0	0	0	0	10	9	3
ASV_42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	81	131	80	89	25	22	18	8	0	0	0	51	37	30	145	65	21	129	242	61	27	14	36	325	140	159	0	0	0	0	0	0	18	66	33	44	108	120	14	12	18	6	6	5	0	0	0
ASV_129	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	14	21	22	30	19	24	19	16	2	0	1	12	4	12	20	20	9	13	20	18	7	9	6	21	22	17	10	2	5	1	1	2	22	19	22	11	6	10	13	5	17	2	3	1	1	0	2
ASV_195	0	0	0	5	0	0	0	0	0	45	46	30	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	11	8	12	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_71	8	10	8	0	0	3	22	11	13	3	1	3	7	6	7	20	8	30	15	13	10	5	3	11	24	16	23	6	7	8	8	3	7	10	13	7	9	3	10	11	6	7	10	43	21	80	91	86	17	33	21	8	15	10	11	8	18	5	12	4	0	0	0
ASV_123	0	0	0	0	0	0	14	13	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	10	74	100	76	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7
ASV_77	0	0	0	14	4	11	0	0	0	0	0	0	2	1	0	46	60	134	39	44	46	27	9	12	0	2	0	6	19	33	0	1	8	60	66	54	13	10	25	169	145	144	2	2	0	0	0	0	23	26	43	17	12	18	10	19	17	1	5	3	0	0	0
ASV_433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	8	12	20	20	0	0	0	19	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_168	1	0	2	19	22	40	1	0	0	0	0	1	9	8	11	0	0	0	5	0	1	0	1	1	2	2	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	18	18	16
ASV_287	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	31	25	0	23	0	0	0	7	14	0	0	0	0	0	2	25	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0
ASV_182	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	2	0	7	7	9	96	39	23	0	1	1	32	35	71	15	7	3	3	6	13	3	4	1	0	0	1	0	0	0	0	0	0	4	4	3	12	12	8	8	0	6	0	1	0	0	0	0
ASV_47	122	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	12	16	0	27	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	83	75	75	0	0	0	0	0	0	0	0	0	0	3	0	12	16	22
ASV_165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	58	102	0	34	40	31	21	33	0	0	0	2	2	0	0	0	0	40	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	2	0	0	0	0
ASV_162	2	0	0	11	0	3	3	0	0	5	0	2	3	0	2	0	0	10	20	17	15	23	27	30	0	0	2	12	4	16	42	15	23	6	10	4	20	19	19	17	0	12	0	0	0	0	0	0	7	9	6	11	14	35	5	8	11	2	1	0	1	0	0
ASV_10	173	6	135	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	4	7	0	0	0	0	7	0	0	3	0	0	2	0	0	0	0	0	68	61	55	0	0	0	0	0	0	0	2	0	0	0	0	23	15	16
ASV_279	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	9	10	10	13	8	6	0	2	0	0	22	27	15	10	8	1	5	6	0	5	2	0	4	1	0	0	0	1	0	0	0	4	0	0	6	0	6	5	5	2	3	3	0	0	0
ASV_347	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	8	3	4	0	7	0	0	0	7	41	43	1	0	0	0	0	0	23	4	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_55	9	10	12	6	11	10	13	12	18	5	7	16	6	8	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	20	12	278	235	254	0	0	0	0	0	0	0	0	0	0	0	0	9	10	7
ASV_115	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	79	91
ASV_170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	52	37
ASV_224	0	0	0	0	0	2	52	47	0	13	7	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	9	0	0	0	0	0	0	8	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_104	0	24	7	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	115	134	136	0	0	0	0	0	0	0	0	0	0	0	0	7	7	3
ASV_376	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	5	8	0	8	5	5	0	0	0	2	10	11	0	0	0	6	5	4	0	0	0	0	7	3	0	0	0	2	0	0	3	0	0	0	2	5	0	0	0	0	1	0	0	0	0
ASV_303	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	19	24	35	3	4	3	0	0	0	0	0	0	0	0	0	11	11	13	10	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_108	12	0	5	0	0	3	12	4	7	6	0	6	11	3	16	22	23	27	7	23	16	20	20	17	0	0	3	34	21	30	47	25	17	15	21	18	33	27	18	19	13	23	0	0	5	0	0	0	19	31	25	17	13	0	17	21	20	3	5	0	0	0	0
ASV_199	10	2	8	0	0	9	8	0	7	0	0	0	0	9	10	0	0	0	18	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	20	22	0	0	0	0	0	0	0	0	0
ASV_44	15	26	22	0	11	8	32	0	0	0	0	20	0	0	0	22	8	0	0	13	7	21	33	30	10	0	0	20	79	98	9	0	0	10	4	0	76	45	6	0	0	0	129	42	92	16	12	22	13	19	0	0	0	11	0	0	0	6	10	16	0	0	0
ASV_137	10	6	4	10	6	8	18	18	8	10	12	13	94	49	6	0	0	3	0	0	0	0	0	5	3	11	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	8	12	11	5	2	8	0	0	0	0	0	0	0	0	0	10	10	11
ASV_5	120	66	107	60	45	51	78	89	62	94	95	96	99	47	79	1382	1303	473	148	133	65	646	859	668	1021	801	1262	162	197	365	389	1113	1190	649	757	192	382	758	805	142	76	111	122	240	206	196	207	184	102	331	301	387	389	196	99	57	149	547	398	669	226	224	230
ASV_98	5	6	5	0	27	26	12	7	7	5	4	4	10	0	2	1	0	5	13	4	4	49	12	47	15	10	8	31	41	23	39	22	23	0	9	0	15	12	16	4	7	3	8	11	12	5	0	1	9	6	15	10	8	17	0	0	0	2	4	4	16	11	7
ASV_150	5	34	25	0	0	0	0	0	0	6	20	16	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	18	11	20	0	0	0	0	0	0	0	0	0	0	0	0	20	15	13
ASV_99	15	12	8	0	0	0	0	0	4	6	9	5	44	39	41	0	0	9	9	15	21	37	24	17	0	0	0	0	26	21	57	51	24	26	28	17	41	43	0	33	32	31	5	0	0	4	0	0	13	22	24	0	0	0	13	17	18	0	0	0	4	5	4
ASV_45	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	16	49	13	3	19	223	227	235	0	0	0	85	283	351	429	127	152	82	19	71	333	329	246	2	3	0	0	0	0	0	0	0	18	22	23	6	8	11	32	6	23	1	2	0	0	0	0
ASV_69	5	12	6	0	0	5	5	5	0	8	10	0	0	0	0	62	93	33	10	6	0	34	59	29	29	28	40	0	24	24	22	73	51	36	48	15	28	39	35	7	0	13	11	14	7	8	7	11	8	24	13	27	10	18	9	0	10	6	15	11	1	7	6
